clicked_news	category	subcategory	title
N4828	nyheter	adressa noogda	Adressa-glimt fra 1967
N4829	No category	No subcategory	Vil gjøre det mindre lønnsomt å eie to boliger
N4831	pluss	okonomi	Advokater med 100-års jubileum
N4832	nyheter	trondheim	Aggresiv mann bortvist fra utested
N4833	pluss	okonomi	Tok med seg staben og flyttet
N4834	pluss	okonomi	– Er det firmafest så er jeg selvfølgelig med
N4835	pluss	okonomi	Suksess feiret med fest
N4836	pluss	okonomi	Vil ha kun de beste med på laget
N4837	pluss	okonomi	Tidvis for mange baller i lufta
N4838	pluss	okonomi	Lider ikke av lakenskrekk
N4839	pluss	okonomi	- Jeg lærer syklister forskjell på fortau og sykkelsti
N4841	pluss	okonomi	- Mangler man inspirasjon er det bare å gå ut på gata
N4842	pluss	okonomi	Et adrenalinkick å starte nytt sted
N4843	pluss	okonomi	Overskuddet kommer på treningssenter
N4846	nyheter	okonomi	Nå er også eiendomsselskapet til Bryggen og Den Gode Nabo konkurs
N4847	No category	No subcategory	- Er det egentlig lov å tisse på offentlig sted?
N4849	100sport	vintersport	Nå har de funnet årsaken til Tønseths kollaps
N4850	nyheter	trondheim	Ga førstehjelp til ribbeina knakk
N4854	No category	No subcategory	St. Olav avlyser operasjoner for å få plass til influensasyke
N4855	100sport	vintersport	Nidaros knuste Bergen etter hockeyoppvisning
N4858	nyheter	okonomi	Like før Rema 1000 anmeldte konkurrentene kom denne plakaten opp i søndagslokalet
N4862	nyheter	sortrondelag	Disse boligene skal fem familier bygge sammen
N4863	nyheter	okonomi	Nå får du sushi på Rema igjen
N4864	100sport	ballsport	Da Thorir innså hva Norges stortalent ble utsatt for, ble han frustrert
N4865	nyheter	trondheim	Utbygger ødela hagen deres - nå får de 356 000 kroner i erstatning
N4866	nyheter	trondheim	Flere veier og togstrekninger stengt av skred og mye vann
N4867	nyheter	sortrondelag	Kjedekollisjon i Hommelvik
N4868	No category	No subcategory	- Det var en enorm romance og heftig krangling om hverandre
N4869	nyheter	okonomi	Disse hotelldirektørene har grunn til å juble etter hotellkåring
N4870	nyheter	innenriks	Overgrepssak i Bergen har opphav i Trøndelag
N4871	No category	No subcategory	Slik feiret Rosenborg i natt
N4872	No category	No subcategory	Her stormer Tove Moe Dyrhaug inn på scenen
N4873	No category	No subcategory	Les flere hundre gratulasjoner
N4874	100sport	fotball	Kasserer dømt for millionunderslag fra Kjernen
N4875	100sport	fotball	Ble RBK-helt og feiret som en ekte stjerne
N4876	pluss	meninger	Ser vi bort fra Midt-Nytt og VM i -97, har det trolig aldri vært så mye Trondheim på NRK som nå
N4877	forbruker	hjem	Alt-i-ett fra arkitekten
N4879	pluss	magasin	- Mannen min falt av på utkast 17
N4883	tjenester	bildeserier	Gamle bensinstasjoner i Trondheim
N4887	pluss	okonomi	Krevde inn penger for fengslede katalogtopper
N4888	No category	No subcategory	- For meg er dette helt perfekt. Midt i byen, med masse fasiliteter, og store fellesområder
N4890	No category	No subcategory	«Rekker jeg å komme meg på og av bussen uten å være til hinder for andre?»
N4891	No category	No subcategory	Her er familien som går imot «klassiske» oppdragelsesråd
N4892	nyheter	sortrondelag	Levie (12) sparte til langt hår for å gi andre barn parykk av håret sitt
N4896	No category	No subcategory	Når døden rykker nær
N4897	nyheter	sortrondelag	Kristian (91) donerte 2,5 millioner kroner for å få asfaltert vei i Rissa
N4900	nyheter	trondheim	Mari (7) klipper seg kort for å donere bort håret
N4902	No category	No subcategory	Stinn brakke da Litteraturhuset i Trondheim endelig åpnet i dag
N4904	pluss	nyheter	Jannicke betaler for egen kreftmedisin
N4908	nyheter	sortrondelag	Politiet: Vitneavhør har styrket mistanken
N4910	pluss	meninger	«Aldri før har én skuespiller spilt i de tre mest sette filmene på kino i Norge samme år»
N4913	100sport	vintersport	Bjørndalen er folkehelt i den tyske byen: – Folk i Norge skjønner ikke hvor stor han er
N4914	nyheter	trondheim	- Det var et forferdelig smell
N4918	meninger	ordetfritt	- Finn Haugan bekymrer seg for skillingen, mens han lar daleren fare
N4919	nyheter	nordtrondelag	Mann (37) med moderate skader etter trafikkulykke på Skatval
N4920	No category	No subcategory	– Tujahekker er blitt innbruddstyvens beste venn
N4922	nyheter	okonomi	Hårfint fra skjønnhetshus
N4928	100sport	vintersport	Forfang: - Har funnet formen
N4930	No category	No subcategory	Adressa-glimt: Denne ruggen ble tatt i Nidelva
N4932	No category	No subcategory	Er Polen det nye Danmark?
N4933	No category	No subcategory	Advarer mot ny sminketrend blant barn
N4936	pluss	nyheter	- Powerhouse er altfor høyt og stort
N4937	nyheter	trondheim	«Det ser ut til å bli et kult bygg. Området er ikke særlig fint fra før.»
N4942	nyheter	okonomi	Orkanger-bedrift sikret seg storkontrakt
N4945	No category	No subcategory	Bygningsråd mot bedre vitende
N4946	forbruker	hjem	Kunsten å montere et Ikea-skap
N4947	No category	No subcategory	Legendarisk Jaguar gjenoppstår
N4958	pluss	meninger	At jeg skulle gå ut fra Oslo Spektrum med så sterk fremtidsoptimisme, var jeg ikke forberedt på
N4959	100sport	fotball	Messis vidunderlige mål var ikke nok: Nå er Barcelonas stjernegalleri i trøbbel
N4960	nyheter	okonomi	Kiwi opp nesten 20 prosent
N4962	nyheter	utenriks	68 drept i kamper i Jemen
N4964	100sport	fotball	Andrea Norheim scoret i Lyon-debuten
N4966	No category	No subcategory	Gørrkjedelig gulv? Her er årets gulvtrender
N4968	pluss	kultur	Dette paret har skrevet en av årets beste thrillere
N4971	nyheter	trondheim	Nå går kundene målbevisst inn for kjøp av dette
N4972	nyheter	okonomi	Jente (19) tjente 16 kroner timen hos Rema-butikk i Trondheim
N4973	No category	No subcategory	Nekrolog over Brattøras dronning
N4977	omadresseavisen	arrangementer	Leserturer
N4983	nyheter	okonomi	Nye tider for Neste Stopp
N4984	nyheter	innenriks	Disse spørsmålene blir viktigst i ankesaken
N4985	pluss	okonomi	Finanstilsynet tropper opp hos katalogtoppenes inkassoselskap
N4986	nyheter	okonomi	Rema-topp møter øl-ledelsen for å løse betent strid
N4987	pluss	meninger	Det er noe som skurrer i Trondheim
N4988	tema	villeveier	Der gammelbutikkene lever
N4989	No category	No subcategory	Historien bedre enn filmen
N4990	No category	No subcategory	- Kjente lukta i bilen
N4992	meninger	leder	I fremtidens byer vil bilen bli overflødig
N4993	nyheter	utenriks	Tusenvis av landsbyer under vann i Thailand
N4994	No category	No subcategory	Hva er aortastenose?
N5000	migration catalog	trondheim	Lastebil mistet last på Heimdal - fører anmeldt
N5001	No category	No subcategory	Om byutvikling og Brattørkaia
N5002	nyheter	trondheim	- Vi hadde blitt jaget hjem fra frisørskolen for noe slikt
N5004	nyheter	innenriks	Cappelen: – Jeg har dolket Eirik Jensen i ryggen
N5005	No category	No subcategory	Fritidsaktiviteter: Stress eller status?
N5008	meninger	kronikker	Bybane eller superbuss?
N5010	100sport	vintersport	«Den nye Northug» rører ikke alkohol og drar aldri på fest
N5013	No category	No subcategory	Må avvise studenter som søker campingplass
N5014	nyheter	trondheim	Her er Norges beste pokerspiller
N5019	pluss	nyheter	Ble frisk fra kreften, men klarte ikke jobben lenger
N5023	No category	No subcategory	Flyttet til Ingdalen for å kunne bråke
N5026	nyheter	trondheim	- Har mest lyst til å flytte
N5027	No category	No subcategory	Golden Globe-priser til «La La Land» og vitser om Trump
N5028	nyheter	innenriks	NUPI-forsker advarer Norge mot NATOs rakettskjold
N5029	pluss	nyheter	Flere utenlandske kvinner vil til Norge for å ta tvillingabort
N5030	pluss	meninger	En motbydelig side av matproduksjon
N5032	100sport	vintersport	Magnus Moan: - Jeg fikk en tankevekker
N5033	pluss	meninger	«Hadde Hakkebakkeskogen blitt skrevet i dag, hadde det nok vært ulv der»
N5034	pluss	meninger	Slik skal vi bygge en fremragende helsetjeneste
N5035	100sport	vintersport	Staten gir 2,3 millioner til grønt snøprosjekt
N5036	pluss	okonomi	Tyholttårnet er solgt
N5037	pluss	nyheter	Trondheim: Svangerskapet varer 283 dager Bergen: Svangerskapet varer 282 dager
N5039	nyheter	sortrondelag	Ville bli satt i politiarresten: Truet med å «gjøre ende på» ansatte i barnevernet
N5041	nyheter	trondheim	Holdt fast madrass på taket mens han kjørte: - Livsfarlig
N5043	No category	No subcategory	Seks grunner til at du bør eie bolig
N5044	nyheter	trondheim	- De leker med arbeidsplasser
N5045	pluss	okonomi	Flyttet 200 ansatte fra Lade til Tunga
N5046	nyheter	sortrondelag	Rørleggerfirma er konkurs
N5047	pluss	nyheter	Landets korteste kø for babylykke ved St. Olav
N5049	nyheter	sortrondelag	- Ble syk etter togtur i frostrøyk
N5052	nyheter	innenriks	Mann moderat skadd i kollisjon i Stjørdal
N5053	nyheter	trondheim	- Ikke vondt ment, men dårlig gjort av syklistene
N5054	pluss	okonomi	- Ville ikke signert med Reitan om jeg hadde visst det jeg vet i dag
N5055	pluss	nyheter	Enige om miljøgate i Innherredsveien
N5056	No category	No subcategory	På denne skolen har ikke elevene lov å bruke mobiltelefon i skoletiden
N5057	nyheter	sortrondelag	Se hva som lå i et kamskjell på Hitra
N5058	nyheter	sortrondelag	To biler frontkolliderte i Malvik
N5059	nyheter	trondheim	Trafikkulykke ved Klettkrysset
N5060	nyheter	trondheim	- Det er et sjansespill å kjøre her
N5063	pluss	magasin	- Er det noe du skal vokte deg for i Trondheim, er det å være arrogant
N5064	No category	No subcategory	Å ELSKE EN BONDE
N5066	nyheter	trondheim	Anmeldte fengselet etter svinetabbe
N5067	nyheter	innenriks	Slik var det første møtet på over tre år
N5069	No category	No subcategory	Bor i hus for fine fruer: – Som ung sa eg at eg aldri meir skulle komme tilbake
N5071	nyheter	trondheim	Seks vil bli sorenskriver
N5072	nyheter	trondheim	- Dette hylekoret skal ikke stilne!
N5074	No category	No subcategory	Ubers selvkjørende bil kjørte på rødt lys
N5080	nyheter	trondheim	- Trøndere bryr seg ikke om mat
N5081	No category	No subcategory	Gir bort påskeegg til barn i Trondheim
N5083	pluss	kultur	En kommer nærmere dypet av egne smertefulle opplevelser i gymsalen på barneskolen
N5085	nyheter	innenriks	- Det ble sagt at jeg var en av Norges farligste terrorister
N5086	No category	No subcategory	Nå skal barnehagene digitaliseres
N5087	pluss	nyheter	- Jeg skammer meg over at norske myndigheter ikke griper inn
N5089	No category	No subcategory	Prøvekjøring: BMW M240i xDrive Coupé - En sportsbil og familiebil i ett
N5090	100sport	ballsport	Byåsen-talentet sliter med sjelden sykdom: - Godt å få diagnosen
N5092	100sport	andreidretter	Slik gikk det med Folkehesten
N5093	pluss	nyheter	Sju prosent av fireåringene har tegn på depresjon
N5094	pluss	nyheter	Fjellfarer fyller 80
N5096	nyheter	innenriks	Omstridt sykkelspøk på NRK ikke over streken
N5098	nyheter	okonomi	Fremtiden avklart for Syltern-firma
N5100	100sport	vintersport	- Sorry, Norge. Tiden er kommet for å abdisere, Bjørgen
N5102	100sport	fotball	Telefonen glødet etter overgangen til erkerivalen
N5103	100sport	sprek	Løpe maraton i 2017? Her er tips til noen av verdens mest eksotiske
N5107	pluss	meninger	Blir Trøndelag den eneste nye regionen her til lands?
N5108	nyheter	okonomi	Ny storkontrakt til trondheimsselskap
N5109	pluss	nyheter	Hodeskader ved sykkelulykker kan gi alvorlige senskader
N5110	pluss	nyheter	- Enkelte syklister er gale
N5111	nyheter	trondheim	- Disse hellene er for syklende og kjørende
N5112	nyheter	innenriks	Tror ikke på forklaring om pengebruk
N5113	nyheter	trondheim	- Vi vil ha så mye uniformert politi ved utestedene som mulig
N5114	No category	No subcategory	Ti grunner til å ta med barna til London
N5115	nyheter	okonomi	Svensk investeringsselskap kjøper Hent
N5116	No category	No subcategory	Over 300.000 nordmenn skal hit i sommer
N5120	nyheter	okonomi	Nok en bank setter opp renta på boliglån
N5121	nyheter	okonomi	Norges Bank holder styringsrenten uendret
N5122	nyheter	innenriks	Forsvarets veteraner hedres med Gunnar Sønstebys pris
N5123	100sport	andreidretter	Jakob Ingebrigtsen (16) tidens yngste vinner i Europa-kåring: - En anerkjennelse
N5125	kultur	film	«En av de beste nordiske spillefilmdebutene de siste årene»
N5128	No category	No subcategory	Minneord: Einar Haugan
N5129	meninger	kronikker	Verdier og viten i Bymarka
N5130	nyheter	sortrondelag	Stavsjøfjelltunnelen åpnet igjen
N5132	pluss	magasin	Det er snart jul, og hverdagen føles som et evig løp der jeg er i bakerst
N5134	nyheter	okonomi	Trønderenergi tar over vindpark
N5135	nyheter	okonomi	Professor om ølkrangelen: - Dette blir en test for Rema
N5136	nyheter	okonomi	- Vurderer å bytte bank
N5137	100sport	fotball	Ronny Deila mener VIF er blitt bygget som et luftslott. Nå vil han samle klubben
N5140	No category	No subcategory	Sjekk dette lysfenomenet
N5141	nyheter	nordtrondelag	Hva med å ta sommerferien i en trehytte?
N5142	nyheter	trondheim	- 5 km på ski er ikke mye på en hel dag
N5143	nyheter	sortrondelag	Bil i grøfta ved E39
N5144	nyheter	okonomi	Nå blir det litt strengere regler for å gi boliglån
N5145	No category	No subcategory	Dette er Hellas som de færreste har sett det
N5146	No category	No subcategory	Hellas gjør comeback på chartertoppen i sommer
N5147	No category	No subcategory	Dette er Hellas minste storby
N5149	nyheter	sortrondelag	Disse yrkene er det størst mangel på arbeidskraft
N5152	No category	No subcategory	Språksvake toåringer faller utenfor i lek
N5154	nyheter	okonomi	Ble satt i gape-stokken
N5155	No category	No subcategory	Iphone feirer 10 år
N5158	nyheter	trondheim	Møt kong Sverre på Blyberget
N5159	nyheter	trondheim	Moteløver i brukte klær
N5160	nyheter	utenriks	Kvinne våknet i kiste
N5162	nyheter	trondheim	Dette er det rareste som dukker opp i rødboksen
N5165	nyheter	okonomi	Nå vurderer disse to bankene å slå seg sammen
N5166	pluss	nyheter	I dag feiret de nybygg - snart skal de flytte igjen
N5167	No category	No subcategory	Dette suksess-stykket er solgt til 19 land
N5170	pluss	magasin	Dette er fotografenes favorittbilder i 2015
N5172	nyheter	trondheim	Får ikke bytte barnehage
N5173	nyheter	sortrondelag	Sandberg ikke aktuell som fylkesmann
N5174	nyheter	trondheim	- Det er utrolig at det ikke har gått galt
N5175	100sport	vintersport	Aftenpodden Sport: Solbakken sa nei, hvem bør overta landslaget?
N5177	No category	No subcategory	Verdens ti minst besøkte land
N5178	nyheter	innenriks	Preget Eirik Jensen hadde mange støttespillere i salen
N5181	No category	No subcategory	Dette var et av Europas mest utilgjengelige reisemål
N5182	nyheter	okonomi	Foto Schrøder legger trolig ned
N5183	No category	No subcategory	Derfor bør du revurdere å la barnet ha nettbrett i bilen
N5184	nyheter	nordtrondelag	- Kan være en del av et miljø som forherliger vold
N5187	sport	sprek	270 mil helt alene til fots på langs gjennom Norge
N5189	nyheter	trondheim	- Vi skal bli best og da må vi trene mye
N5190	nyheter	trondheim	Jonsvannet vårt
N5193	pluss	okonomi	Har funnet ut hva som er den desidert største aktiviteten i Trondheim sentrum
N5194	nyheter	trondheim	Snorre (6): - Det handler om å se seg litt for
N5195	nyheter	innenriks	Influensa har tatt livet av ti nordmenn i vinter
N5196	100sport	andreidretter	Jomar Blekkans mest skremmende opplevelse
N5197	100sport	andreidretter	Folkehesten er avlivet
N5199	nyheter	trondheim	- Jeg nyter å se et godt geologisk kart
N5201	No category	No subcategory	Småbarn briljerer med nettbrett: - Dette blir jeg ikke imponert av, snarere skremt
N5203	No category	No subcategory	«Er det rektor som har skrevet teksten?»
N5204	pluss	nyheter	Derfor gikk det galt da kommunen skulle håndtere krenkelsessaken
N5207	nyheter	sortrondelag	Forsvarsbygg-ansatte mobbes i Ørland
N5208	nyheter	nordtrondelag	Mann dømt til fengsel for overgrep mot datter
N5209	nyheter	nordtrondelag	Kronprinsen til Steinkjer
N5211	nyheter	utenriks	Svensk politi jager maskerte overfallsmenn
N5213	nyheter	nordtrondelag	Ny barnevernsleder for Værnesregionen
N5215	100sport	vintersport	Bjørgen blir vitne i Johaug-saken, men sier nei til pressen før VM
N5216	pluss	nyheter	Politiet etterforsker seksuelle krenkelser mellom elever
N5217	pluss	nyheter	Fylkesmannen ber om skolerapporter
N5218	pluss	nyheter	Rektor lover bedring
N5219	nyheter	sortrondelag	«Hiv-mannen» pågrepet for vold i Oppdal
N5220	pluss	okonomi	Her får 70-åringene fortsette å jobbe
N5221	sport	sprek	«Skammer du deg ikke over å vise frem beina dine med så mange cellulitter?»
N5222	nyheter	trondheim	Her kommer Trondheims nye bomstasjoner
N5223	nyheter	trondheim	Skolen får hjelp
N5224	pluss	nyheter	NRK overrasket over at Newton kan ha inspirert til krenkelser
N5225	pluss	nyheter	- Riktig å slå alarm
N5226	pluss	nyheter	Politiet toner ned krenkelsessaken
N5228	pluss	nyheter	- Det er verdens fineste bydel
N5229	No category	No subcategory	Toppleiligheten omkranset av 240 kvadratmeter balkong: - Det var vel verdt den ekstra investeringen
N5231	nyheter	trondheim	Test deg selv. Husker du matten fra ungdomsskolen?
N5234	nyheter	trondheim	- Taper penger på at Svingbrua ikke virker
N5235	nyheter	trondheim	Ble «fanget» i Skansenløpet med 25 tonn tung båt
N5236	pluss	nyheter	Slik var Ilsvikøra-livet
N5237	meninger	jano	JanOs tegninger
N5239	nyheter	innenriks	Omskjæring sikrer drift ved privatsykehus
N5243	nyheter	trondheim	Slik blir du kvitt juletreet
N5244	100sport	fotball	Dette sier han om Rosenborg-exiten
N5247	No category	No subcategory	- Flere elever er involvert, og det har pågått over en viss tid
N5248	pluss	meninger	Her er våre planer for Kulturhuset Dora 3
N5249	100sport	fotball	Ronaldo kåret til årets spiller
N5250	No category	No subcategory	Fra barnestjerne i Trondheim til filmdiva i Hollywood
N5252	nyheter	okonomi	Treningssenter slått konkurs
N5253	No category	No subcategory	Hvor gammel tenker du at Lycke og Caspian er? Hva med Bertha og Osvald?
N5255	No category	No subcategory	- Det kan jo virke litt ekstremt. Egentlig er jeg ganske rotete av meg
N5256	nyheter	okonomi	- Vi har gjort kvantesprang på ett år
N5257	No category	No subcategory	Galt å bruke miljøargument for å få bygge høyt
N5258	pluss	okonomi	Trøndersk kleskonsern gikk med underskudd
N5259	nyheter	utenriks	Sosiolog Zygmunt Bauman er død
N5260	nyheter	okonomi	Mack- og Rema-saken fortsetter
N5261	nyheter	trondheim	Føler seg misbrukt av dørselgere
N5263	100sport	fotball	Gikk til klubbpresidenten og krevde å få gå til RBK
N5264	pluss	kultur	Her er Trondheims nye storkonsertarena
N5265	pluss	meninger	«Motstanden fra politiker og rockmiljø mot nytt klubblokale ved Dokkhuset er merkelig»
N5266	nyheter	trondheim	- Jeg håper hun overlever natta
N5268	nyheter	trondheim	Ber hele Byåsen om hjelp til å fange Jack
N5271	pluss	meninger	Abortloven er god. Må den endres?
N5274	nyheter	utenriks	- Jeg så tre eller fire døde personer utenfor hotellet
N5275	pluss	nyheter	Mener det er uverdig for de eldre på sykehjem
N5277	pluss	meninger	God idé med boliger ved jernbanestasjonen
N5278	nyheter	sortrondelag	«Salt på veier er djevelens oppfinnelse»
N5282	pluss	okonomi	Milliardkontrakt sikrer arbeidsplassene i Reinertsen
N5283	nyheter	okonomi	Reinertsen får kontrakt verdt 150 millioner
N5287	nyheter	utenriks	NBC: Trumps svigersønn blir presidentrådgiver
N5288	No category	No subcategory	- Jeg holdt på å gå på veggen der inne
N5292	meninger	ordetfritt	Folk sa det var galskap og det hadde de helt rett i
N5295	pluss	kultur	Ble overveldet over synet som møtte henne i mikroskopet
N5296	pluss	nyheter	Setter foten ned for bygging i Høyskoleparken
N5297	nyheter	innenriks	Nå blir det slutt på forhatte gate 19
N5298	No category	No subcategory	SUV-en som vil være sportsbil
N5299	No category	No subcategory	Ulf Risnes vil gjenerobre posisjonen til Tre Små Kinesere
N5300	nyheter	trondheim	- Denne er 100 prosent lovlig
N5301	pluss	nyheter	- Her bør NTNU utvide campus
N5303	nyheter	okonomi	Toyota Hell Bil selges
N5304	No category	No subcategory	Her er årets Farmen-deltakere
N5305	pluss	okonomi	- For få kvinnelige investorer - vi tenker jo litt annerledes
N5306	nyheter	trondheim	- Vi forsto risikoen
N5307	nyheter	utenriks	Spotify med ny Obama-flørt
N5308	No category	No subcategory	Stensheim den seigeste av alle
N5310	pluss	meninger	Kommentar: Alle vil ha en tettere by, men det fører til konflikter
N5311	pluss	nyheter	Dragvoll vs. Gløshaugen: Store kulturforskjeller og ulike identiteter
N5312	pluss	meninger	Trondheim får drahjelp på veien til stjernene
N5315	pluss	meninger	Byen endres, uten at vi er klar over det
N5316	forbruker	hjem	Odelsjenta vendte hjem
N5317	No category	No subcategory	Over og ut for Farmen-Ida
N5318	nyheter	sortrondelag	- Det er ikke hyggelig å bli foreslått sammenslått mot folkets vilje
N5319	nyheter	innenriks	Regjeringen sier sykehuskøene blir kortere
N5320	nyheter	trondheim	Melding om trafikkulykke på Byåsen
N5321	No category	No subcategory	Flyselskap vil at passasjerene skal betale for å bruke hattehyllen
N5322	No category	No subcategory	Bød 67.000 for het natt med Aylar
N5323	nyheter	okonomi	O'Martins konkurs på Rosendal
N5324	nyheter	trondheim	Trondheim trenger at flere innbyggere blir dommere
N5325	nyheter	trondheim	600 dommere meldte seg
N5327	pluss	nyheter	- En kommune må ha minst 10 000 innbyggere for å få gjort jobben sin
N5330	No category	No subcategory	Røros best i Norge enda en gang
N5331	pluss	nyheter	18 meninger om hvor NTNU skal bygge ut
N5332	pluss	nyheter	Arbeiderpartiets programkomité vil verne deler av Lofoten mot oljevirksomhet - men ikke Vesterålen
N5333	pluss	okonomi	Denne grafen har gitt det trønderske fondet internasjonal oppmerksomhet
N5334	No category	No subcategory	Disse fem norske øyene er til salgs
N5337	nyheter	okonomi	Bygger gigantfjøs for kjøttfe
N5338	nyheter	trondheim	Gjest ble syk - politiet fant 1,5 millioner på hotellrom
N5339	nyheter	trondheim	Litauisk sjåfør kjørte utfor veien - etter politiets sjekk ble han utvist fra Norge
N5340	nyheter	trondheim	Flere kilometer av sykkelveiene i Trondheim er skadet
N5341	nyheter	trondheim	Innestengt på kjøpesenter
N5342	nyheter	moreromsdal	Polakk skadet seg på fjelltur ved Trolltinden
N5344	100sport	fotball	RBK-keeper signerer for dansk storklubb - her er erstatteren
N5345	tema	villeveier	De siste altmuligfikserne
N5346	nyheter	okonomi	To klesbutikker slått konkurs
N5347	pluss	okonomi	Her er de dyreste eiendommene solgt i fjor
N5348	pluss	magasin	Slik var Kjøpmannsgata i 1905
N5349	100sport	ballsport	NRK holder VM-kommentatoren hjemme i protest
N5351	No category	No subcategory	– Det er Italia på fire hjul
N5352	nyheter	sortrondelag	Klart for Powerhouse på Brattøra
N5353	nyheter	sortrondelag	En person skadet etter trafikkuhell i Agdenes
N5356	forbruker	hjem	Bynær hytteglede
N5358	forbruker	hjem	Camping-kos på få kvadrat
N5360	nyheter	trondheim	Kriminelle vil inn i Bandidos
N5361	nyheter	innenriks	Ti nordmenn døde av influensa i vinter
N5362	sport	sprek	Hvorfor løper Jakob så fort?
N5369	pluss	magasin	Ketavan fotograferte Sebastien da han lå blødende på gulvet. Fem dager etter møttes de.
N5370	nyheter	utenriks	Seks klatrere frøs i hjel i Guatemala
N5371	pluss	nyheter	Dette kan bli nye Fosen kommune
N5373	nyheter	innenriks	Strides om terroristen er særlig mentalt sårbar
N5374	pluss	nyheter	Hamed fikk skyte leirduer – nå henges han ut som terrorist
N5376	No category	No subcategory	«Henrett Støre... Finnes itj en annen utvei»
N5377	No category	No subcategory	Dropper gjesteopptreden av Rotmo
N5378	nyheter	innenriks	Trygdesvindlere avsløres av IP-adresser
N5380	nyheter	nordtrondelag	Biskopen reagerer på sokneprests aktivitet på muslimfiendtlige grupper
N5381	nyheter	nordtrondelag	Lastebil kjørte seg fast i undergang
N5382	nyheter	innenriks	Max Hermansen anmelder Facebook etter å ha blitt utestengt
N5383	pluss	okonomi	Nå kan du leie leilighet før du kjøper den
N5384	nyheter	innenriks	Spesialenheten: En uvanlig sak for oss
N5385	pluss	nyheter	- Ekstremsport å få gjort om matjord
N5387	pluss	kultur	Her kan Trondheims nye rockescene ligge om ett år
N5389	nyheter	sortrondelag	Råkjørte på fotballbane med snøskuter
N5392	pluss	nyheter	Arkitekter med tøff kritikk av campusplanene - og egen sjefs arbeid
N5393	nyheter	okonomi	Han er ny sjef for Heimdal Eiendomsmegling
N5394	pluss	meninger	Det er ikke temperaturen på nesetippen til Carl I. Hagen vi diskuterer
N5395	pluss	meninger	Det må vises i bybildet at Trondheim er universitetsby
N5396	nyheter	sortrondelag	Museum blir gratis for ungdom
N5398	No category	No subcategory	Minneord: Odd Johnsen
N5399	nyheter	innenriks	Her er bevisene som vil bli brukt mot Jensen
N5400	sport	sprek	Slik finpusser du formen til høstens sykkelritt
N5401	nyheter	nordtrondelag	Det ble en dårlig dag på jobben for sjåføren...
N5402	No category	No subcategory	Biskopen bruker Domen i kampen for Falkberget-hus på Røros
N5403	nyheter	trondheim	- Vi hørte et høyt smell
N5404	meninger	kommentarer	Musikk til trøst for frosne vintersjeler
N5405	nyheter	okonomi	37 mister jobben etter konkurs i malerfirma
N5406	nyheter	trondheim	- Tiden har gått fra henne
N5407	nyheter	okonomi	NTNU-gründerne om salgssuksessen: – Veldig overveldende
N5409	No category	No subcategory	- Vi har ingen planer om å erstatte Blæst
N5410	nyheter	sortrondelag	Biljakt på rundt 40 minutter gikk fra Selbu til Trondheim
N5411	No category	No subcategory	Ekspertens beste tips: Slik holder du hjemmet konstant ryddig
N5415	No category	No subcategory	«Mitt hjerte er knust igjen, men jeg angrer ingenting»
N5416	No category	No subcategory	Slik slipper du å kjøpe DAB-radio
N5417	pluss	meninger	Vi har kvessa blyantene, åpnet de grønne hjertene våre og laget en visjon for Nidarø som ny bypark
N5418	pluss	meninger	Fem ting du bør sjekke før du deler
N5419	pluss	kultur	- En viktig del av Trondheim erstattes med sirkus og ræl
N5422	No category	No subcategory	1000 DAB-klager på to uker
N5423	No category	No subcategory	Tester førerløse båter
N5424	No category	No subcategory	Her er sommerens ti billigste og mest solrike reisemål
N5425	No category	No subcategory	NAF er kritiske til DAB-adapterne som tilbys norske bilister
N5427	nyheter	trondheim	- Alltid en gjeng som går løs på ett offer
N5429	nyheter	okonomi	Slik blir Hist på Kalvskinnet
N5431	nyheter	trondheim	Skal utbedre skadene på byens sykkelveier
N5433	100sport	fotball	FIFA utvider VM til 48 lag: - Trist og idioti
N5434	forbruker	hjem	Fordums storhet fram i lyset
N5438	No category	No subcategory	Verdens verste naturkatastrofer
N5440	nyheter	trondheim	Gratuler Nobelpris-vinnerne her! | #adressa
N5441	No category	No subcategory	Nå kan du ha det mer moro med Messenger-appen
N5442	No category	No subcategory	Slik «snikleser» du Facebook-meldinger
N5446	forbruker	hjem	Strippet boligen og bygde helt ny etasje på åtte måneder
N5447	tjenester	bildeserier	NM den gang da
N5448	nyheter	trondheim	Dømt for å ha drept Vibeche med øks på soverommet
N5449	No category	No subcategory	Syv ting du mister når du oppgraderer til Windows 10
N5450	nyheter	okonomi	Nå blir stillingen som varehussjef på Ikea ledig
N5452	nyheter	adressa noogda	Dykk i arkivet
N5453	nyheter	trondheim	Ops, denne tunnelen ble litt for lav
N5454	nyheter	trondheim	- Veldig, veldig dramatisk
N5457	nyheter	innenriks	Alle offshore-helikopter var satt på bakken
N5458	nyheter	nordtrondelag	Utforkjøring i Inderøy
N5459	nyheter	innenriks	NRK: – Breivik har forberedt høyreekstrem hilsen
N5460	nyheter	innenriks	Telenor: datakriminelle har blitt «proffere»
N5461	nyheter	trondheim	Ida Marie (19) har seks i karaktersnitt
N5462	nyheter	trondheim	Hun er NTNUs nye prorektor
N5463	nyheter	trondheim	Journalist dømt til fengsel
N5464	pluss	magasin	Historiske trondheimsbilder: Her ble det brå stopp for trikken på Buran
N5465	pluss	kultur	Lydene fra forskningen til May-Britt Moser har blitt musikk
